CREDIT_REQUEST_ID,CREDIT_AMOUNT,CREDIT_DURATION,PURPOSE,INSTALLMENT_COMMITMENT,OTHER_PARTIES,CREDIT_STANDING,CREDIT_SCORE,CHECKING_BALANCE,SAVINGS_BALANCE,EXISTING_CREDITS,ASSETS,HOUSING,QUALIFICATION,JOB_HISTORY,AGE,SEX,MARITAL_STATUS,NUM_DEPENDENTS,RESIDENCE_SINCE,OTHER_PAYMENT_PLANS
755,15550,12,Repairs,4,None,bad,636,0.00,10035.00,2,None,free,skilled,7,55,M,Single,2,4,none
430,11900,18,Repairs,2,None,bad,452,-766.51,364.00,3,None,free,unemployed,0,55,F,Married,2,4,none
584,23840,36,Repairs,4,None,bad,703,1861.00,896.00,1,None,rent,unskilled,1,33,M,Single,1,1,none
275,119980,30,Repairs,1,None,bad,710,-221.75,815.00,1,None,own,unskilled,1,34,M,Divorced,1,1,none
442,16200,12,Consumer Goods,2,Co-Applicant,good,724,-241.07,994.00,1,Investments,own,skilled,1,30,F,Married,1,3,none
572,59540,30,Consumer Goods,3,Co-Applicant,good,529,0.00,245.00,1,Vehicle,own,skilled,4,38,M,Single,1,2,none
689,27530,9,Consumer Goods,3,Co-Applicant,good,679,0.00,4131.00,1,Vehicle,own,skilled,8,35,M,Single,1,4,none
576,27880,15,Consumer Goods,2,Co-Applicant,good,393,0.00,72.00,2,Vehicle,own,skilled,6,24,F,Married,1,3,bank
357,23310,12,Consumer Goods,1,Co-Applicant,good,462,0.00,0.00,1,Home,own,skilled,7,49,M,Single,1,4,none
514,5850,12,Consumer Goods,4,Co-Applicant,good,592,771.00,531.00,2,Home,rent,skilled,2,20,M,Married,1,4,none
461,36200,36,Consumer Goods,1,Guarantor,good,721,-403.86,66.00,1,Investments,own,skilled,3,37,M,Single,2,2,none
644,18510,24,Consumer Goods,4,Guarantor,good,369,0.00,560.00,2,Vehicle,own,skilled,5,33,M,Married,1,2,none
697,11030,12,Consumer Goods,4,Guarantor,good,672,159.00,831.00,2,Home,own,skilled,6,29,M,Single,1,3,none
448,25760,7,Consumer Goods,2,Guarantor,good,739,53.00,116.00,1,Home,own,skilled,1,35,M,Single,1,2,none
347,8820,13,Consumer Goods,4,Guarantor,good,343,761.00,664.00,2,Home,own,skilled,1,23,M,Single,1,4,none
647,45830,30,Consumer Goods,2,Guarantor,good,297,-822.16,862.00,2,Home,own,skilled,1,32,M,Divorced,1,2,none
289,10920,12,Consumer Goods,4,Guarantor,good,710,826.00,546.00,2,Home,own,skilled,3,49,F,Married,1,4,none
601,23290,7,Consumer Goods,1,Guarantor,good,693,1634.00,666.00,1,Home,own,skilled,1,45,F,Married,1,1,none
498,15850,24,Consumer Goods,4,None,good,437,0.00,580.00,2,Investments,own,skilled,4,40,M,Single,1,3,none
687,13470,10,Consumer Goods,4,None,good,315,3731.00,0.00,2,Investments,own,skilled,4,27,M,Single,1,2,none
453,27590,12,Consumer Goods,2,None,good,278,0.00,492.00,2,Investments,own,skilled,7,34,M,Single,1,4,none
670,30170,30,Consumer Goods,4,None,good,329,4976.00,635.00,1,Investments,own,skilled,24,47,M,Single,1,4,none
284,15200,15,Consumer Goods,4,None,good,567,0.00,0.00,1,Investments,own,skilled,22,63,M,Single,1,4,none
327,58010,12,Consumer Goods,2,None,good,574,0.00,0.00,1,Investments,rent,skilled,16,49,M,Single,1,4,none
494,3680,6,Consumer Goods,4,None,good,694,585.00,0.00,1,Investments,own,skilled,8,38,M,Single,1,4,none
743,31600,21,Consumer Goods,4,None,good,705,0.00,0.00,1,Investments,own,skilled,15,41,M,Single,1,3,none
339,41690,24,Consumer Goods,4,None,good,726,-20.71,103.00,1,Investments,own,skilled,3,28,M,Single,1,4,none
534,13110,24,Consumer Goods,4,None,good,679,0.00,2391.00,1,Investments,own,skilled,5,26,M,Married,1,3,none
398,23480,36,Consumer Goods,3,None,good,371,-17.73,11.00,2,Investments,own,skilled,3,46,M,Married,1,2,none
364,17660,6,Consumer Goods,1,None,good,687,0.00,427.00,1,Investments,rent,skilled,1,21,M,Married,1,2,none
691,9750,15,Consumer Goods,2,None,good,513,-981.71,476.00,2,Investments,own,skilled,1,25,M,Divorced,1,3,none
484,9600,15,Consumer Goods,3,None,good,645,0.00,10692.00,2,Investments,own,skilled,5,30,F,Married,1,2,none
483,36220,30,Consumer Goods,4,None,good,676,-467.10,17784.00,2,Investments,rent,skilled,11,57,F,Married,1,4,none
538,36120,18,Consumer Goods,3,None,good,403,738.00,864.00,1,Investments,own,skilled,10,37,F,Married,1,4,none
751,4280,6,Consumer Goods,2,None,good,698,-414.00,132.00,1,Investments,own,skilled,7,49,F,Married,1,1,bank
493,12370,6,Consumer Goods,1,None,good,529,0.00,3925.00,2,Investments,own,skilled,1,27,F,Married,1,1,none
563,6830,6,Consumer Goods,2,None,good,615,2364.00,184.00,1,Investments,own,skilled,1,29,F,Married,1,1,bank
605,12750,10,Consumer Goods,4,None,good,679,3234.00,648.00,1,Investments,own,skilled,1,23,F,Married,1,2,none
300,27450,21,Consumer Goods,3,None,good,416,48.00,16967.00,2,Vehicle,own,skilled,4,32,M,Single,1,2,none
478,51520,24,Consumer Goods,4,None,good,671,3415.00,874.00,1,Vehicle,own,skilled,6,25,M,Single,1,2,bank
548,15520,24,Consumer Goods,3,None,good,679,0.00,994.00,1,Vehicle,own,skilled,6,32,M,Single,2,1,bank
695,22840,24,Consumer Goods,4,None,good,721,0.00,789.00,1,Vehicle,own,skilled,4,28,M,Single,1,2,none
569,39790,48,Consumer Goods,4,None,good,718,1397.00,0.00,2,Vehicle,own,skilled,5,41,M,Single,2,1,none
381,22120,20,Consumer Goods,4,None,good,718,-326.97,0.00,1,Vehicle,own,skilled,6,39,M,Single,1,4,none
658,102220,48,Consumer Goods,4,None,good,674,0.00,0.00,1,Vehicle,own,skilled,5,37,M,Single,1,3,stores
568,25780,24,Consumer Goods,2,None,good,348,0.00,12604.00,1,Vehicle,own,skilled,8,34,M,Single,1,2,none
480,14780,15,Consumer Goods,4,None,good,572,-582.18,448.00,2,Vehicle,own,skilled,7,44,M,Single,2,4,none
427,27430,28,Consumer Goods,4,None,good,553,0.00,604.00,2,Vehicle,own,skilled,10,29,M,Single,1,2,none
677,51500,24,Consumer Goods,4,None,good,422,0.00,746.00,1,Vehicle,own,skilled,7,33,M,Single,1,4,none
717,30770,30,Consumer Goods,3,None,good,339,0.00,0.00,2,Vehicle,own,skilled,13,40,M,Single,2,2,none
626,19790,15,Consumer Goods,4,None,good,671,0.00,0.00,1,Vehicle,own,skilled,9,35,M,Single,1,2,none
312,55110,24,Consumer Goods,4,None,good,700,0.00,4625.00,1,Vehicle,own,skilled,1,25,M,Single,1,1,stores
667,34960,30,Consumer Goods,4,None,good,764,566.00,16071.00,1,Vehicle,own,skilled,1,34,M,Single,2,2,stores
324,26590,18,Consumer Goods,4,None,good,679,-7.52,18866.00,1,Vehicle,own,skilled,3,28,M,Single,1,2,none
699,18000,18,Consumer Goods,4,None,good,416,0.00,270.00,2,Vehicle,own,skilled,3,24,M,Single,1,2,none
487,30770,12,Consumer Goods,2,None,good,675,0.00,225.00,1,Vehicle,own,skilled,1,52,M,Single,1,4,none
719,31480,24,Consumer Goods,3,None,good,326,4563.00,0.00,2,Vehicle,own,skilled,2,31,M,Single,1,2,none
693,28960,24,Consumer Goods,2,None,good,735,207.00,2909.00,1,Vehicle,own,skilled,1,29,M,Single,1,1,none
731,64030,24,Consumer Goods,1,None,good,648,401.00,387.00,1,Vehicle,own,skilled,1,33,M,Single,1,2,none
460,45940,18,Consumer Goods,3,None,good,706,0.00,362.00,1,Vehicle,own,skilled,1,32,M,Single,1,2,none
535,31050,24,Consumer Goods,4,None,good,716,0.00,0.00,2,Vehicle,own,skilled,1,25,M,Single,1,2,none
394,19570,6,Consumer Goods,1,None,good,567,-928.95,435.00,1,Vehicle,own,skilled,5,31,F,Married,1,4,none
754,57710,30,Consumer Goods,4,None,good,563,0.00,59.00,2,Vehicle,own,skilled,6,25,F,Married,1,2,none
272,14020,12,Consumer Goods,3,None,good,474,0.00,7862.93,1,Vehicle,rent,skilled,5,37,F,Married,1,4,none
637,13760,24,Consumer Goods,4,None,good,710,0.00,8190.66,1,Vehicle,own,skilled,6,28,F,Married,1,1,none
262,16030,24,Consumer Goods,4,None,good,736,-396.09,892.00,1,Vehicle,own,skilled,23,55,F,Married,1,4,none
277,24040,18,Consumer Goods,2,None,good,471,0.00,131.00,2,Vehicle,own,skilled,3,26,F,Married,1,2,none
386,22380,18,Consumer Goods,2,None,good,492,0.00,602.00,2,Vehicle,own,skilled,3,25,F,Married,1,1,none
631,36600,24,Consumer Goods,2,None,good,713,-394.03,666.00,1,Vehicle,own,skilled,2,28,F,Married,1,4,none
613,33570,21,Consumer Goods,4,None,good,706,-205.32,14785.00,1,Vehicle,own,skilled,1,29,F,Married,1,2,bank
313,37490,24,Consumer Goods,2,None,good,688,3797.00,589.00,1,Vehicle,own,skilled,1,26,F,Married,1,4,none
368,36500,18,Consumer Goods,1,None,good,692,-922.29,536.00,1,Vehicle,rent,skilled,1,22,F,Married,1,4,none
624,18580,12,Consumer Goods,4,None,good,676,-115.24,391.00,1,Vehicle,rent,skilled,1,22,F,Married,1,1,none
268,15330,24,Consumer Goods,4,None,good,735,0.00,624.00,1,Vehicle,own,skilled,1,38,F,Married,1,3,stores
639,14930,12,Consumer Goods,4,None,good,733,0.00,132.00,1,Vehicle,own,skilled,1,34,F,Married,2,3,none
663,22410,21,Consumer Goods,4,None,good,672,0.00,35.00,2,Home,own,skilled,19,50,M,Single,1,2,none
428,11490,18,Consumer Goods,4,None,good,333,0.00,14391.00,2,Home,own,skilled,3,46,M,Single,1,3,none
627,21160,6,Consumer Goods,2,None,good,678,2149.00,323.00,1,Home,own,skilled,1,41,M,Single,1,2,none
261,16570,12,Consumer Goods,2,None,good,733,-877.26,704.00,1,Home,own,skilled,3,27,M,Single,1,2,none
435,21360,9,Consumer Goods,3,None,good,706,-416.77,383.00,1,Home,own,skilled,2,25,M,Single,1,2,none
276,26970,9,Consumer Goods,1,None,good,675,0.00,563.00,1,Home,own,skilled,1,32,M,Single,2,2,none
282,15740,12,Consumer Goods,4,None,good,677,0.00,379.00,1,Home,own,skilled,2,50,M,Single,1,2,none
299,25150,18,Consumer Goods,3,None,good,701,0.00,514.00,1,Home,own,skilled,3,43,M,Single,1,4,none
606,28280,24,Consumer Goods,4,None,good,766,-437.58,6119.09,1,Home,own,skilled,1,22,M,Single,1,4,stores
744,24830,24,Consumer Goods,4,None,good,778,-319.54,7106.42,1,Home,own,skilled,2,22,M,Single,1,4,stores
629,40420,42,Consumer Goods,4,None,good,408,0.00,6701.52,2,Home,own,skilled,1,36,M,Single,1,4,none
609,20510,18,Consumer Goods,4,None,good,695,0.00,177.00,1,Home,own,skilled,1,33,M,Single,1,1,none
378,8460,7,Consumer Goods,3,None,good,658,0.00,0.00,1,None,free,skilled,11,36,M,Single,1,4,none
520,7000,6,Consumer Goods,4,None,good,301,0.00,0.00,2,None,free,skilled,18,36,M,Single,1,4,none
682,22790,12,Consumer Goods,4,None,good,722,0.00,0.00,1,None,free,skilled,3,37,M,Single,1,4,none
684,51030,24,Consumer Goods,3,None,good,395,0.00,211.00,3,None,free,skilled,1,47,M,Married,1,3,none
703,13770,24,Consumer Goods,4,None,good,677,3774.00,3630.00,1,None,free,skilled,16,47,F,Married,1,2,none
377,23200,18,Consumer Goods,2,None,good,643,0.00,703.00,2,Home,own,skilled,0,34,M,Married,1,3,none
683,14780,15,Consumer Goods,4,None,good,661,0.00,282.00,2,Home,own,skilled,3,33,M,Married,1,3,bank
661,12970,12,Consumer Goods,3,None,good,680,2893.00,987.00,1,Home,rent,skilled,3,23,M,Married,1,4,none
359,7760,12,Consumer Goods,4,None,good,702,0.00,379.00,1,Home,own,skilled,3,28,M,Married,1,2,none
408,10530,15,Consumer Goods,4,None,good,681,-878.48,931.00,1,Home,own,skilled,1,27,M,Married,1,2,none
401,14730,18,Consumer Goods,3,None,good,702,0.00,742.00,1,Home,own,skilled,1,39,M,Married,1,4,none
343,32130,18,Consumer Goods,1,None,good,705,1157.00,6924.67,1,Home,rent,skilled,1,25,M,Married,1,3,none
503,11260,9,Consumer Goods,2,None,good,723,4013.00,2114.00,1,Home,own,skilled,7,49,M,Divorced,1,4,none
306,15430,6,Consumer Goods,4,None,good,729,0.00,14883.00,1,Home,own,skilled,1,33,M,Divorced,1,2,none
370,30010,18,Consumer Goods,2,None,good,715,714.00,556.00,1,Home,rent,skilled,6,40,F,Married,1,4,none
577,29300,12,Consumer Goods,2,None,good,724,19.00,106.00,1,Home,own,skilled,6,27,F,Married,1,1,none
452,5180,6,Consumer Goods,3,None,good,690,0.00,446.00,1,Home,own,skilled,3,29,F,Married,1,1,none
583,13880,9,Consumer Goods,4,None,good,719,0.00,351.00,1,Home,rent,skilled,1,26,F,Married,1,2,none
664,10500,6,Consumer Goods,4,None,good,582,1718.00,149.00,2,Investments,own,highly skilled,0,35,M,Single,1,1,stores
388,73740,18,Consumer Goods,4,None,good,456,465.00,885.00,2,Investments,own,highly skilled,0,40,M,Single,1,4,stores
745,141790,39,Consumer Goods,4,None,good,310,-149.70,0.00,2,Investments,own,highly skilled,5,30,M,Single,1,4,none
711,6290,18,Consumer Goods,4,None,good,436,0.00,5122.70,2,Investments,own,highly skilled,7,32,M,Single,1,3,bank
645,18800,18,Consumer Goods,4,None,good,377,-156.76,855.00,2,Investments,own,highly skilled,4,32,M,Married,1,1,none
395,24060,9,Consumer Goods,2,None,good,414,0.00,466.00,1,Vehicle,own,highly skilled,0,31,M,Single,1,3,none
362,33990,12,Consumer Goods,2,None,good,692,2484.00,0.00,1,Vehicle,own,highly skilled,17,37,M,Single,1,3,none
280,19010,24,Consumer Goods,4,None,good,717,0.00,1036.00,1,Vehicle,rent,highly skilled,2,29,M,Single,1,4,none
676,45300,30,Consumer Goods,4,None,good,314,0.00,104.00,1,Vehicle,rent,highly skilled,5,26,F,Married,1,4,none
424,15910,21,Consumer Goods,4,None,good,598,0.00,1880.00,2,Home,own,highly skilled,5,34,M,Single,1,3,none
433,18720,6,Consumer Goods,4,None,good,441,-17.34,331.00,3,None,free,highly skilled,0,36,M,Single,1,4,none
718,15050,18,Consumer Goods,4,None,good,692,0.00,134.00,1,None,free,highly skilled,3,32,M,Single,1,2,none
617,91570,60,Consumer Goods,2,None,good,617,1668.00,0.00,1,None,free,highly skilled,3,27,M,Single,1,2,none
397,25780,12,Consumer Goods,3,None,good,727,-824.94,145.00,1,None,free,highly skilled,0,55,F,Married,1,4,none
449,14240,12,Consumer Goods,3,None,good,729,3456.00,0.00,1,Home,own,highly skilled,20,55,F,Married,1,4,none
463,30170,12,Consumer Goods,3,None,good,676,1073.00,649.00,1,Home,rent,highly skilled,1,34,F,Married,1,1,none
459,3430,6,Consumer Goods,4,None,good,726,-52.43,114.00,1,Home,own,skilled,1,27,F,Married,1,1,none
351,12360,9,Consumer Goods,1,None,good,687,0.00,538.00,1,Home,rent,skilled,1,23,F,Married,1,4,none
680,14530,18,Consumer Goods,3,None,good,736,0.00,175.00,1,Home,own,skilled,1,26,F,Married,1,1,none
387,11260,18,Consumer Goods,4,None,good,716,0.00,0.00,1,Home,rent,skilled,1,21,F,Married,1,2,none
348,37580,24,Consumer Goods,1,None,good,676,1435.00,5553.92,1,None,rent,unemployed,0,23,F,Married,1,4,none
736,39900,36,Consumer Goods,3,None,good,753,1735.00,0.00,1,None,own,unemployed,1,29,F,Married,1,2,bank
317,7080,12,Consumer Goods,2,Guarantor,good,734,-435.52,553.00,1,Investments,own,unskilled,3,38,M,Single,2,3,none
588,12890,12,Consumer Goods,4,Guarantor,good,716,-927.28,16.00,1,Investments,own,unskilled,2,21,M,Single,1,1,none
337,21010,13,Consumer Goods,2,Guarantor,good,670,369.00,113.00,1,Investments,own,unskilled,1,23,F,Married,1,4,none
766,11550,12,Consumer Goods,3,Guarantor,good,713,517.00,122.00,2,Home,own,unskilled,17,40,M,Married,1,3,bank
733,7600,8,Consumer Goods,4,Guarantor,good,686,1592.00,609.00,1,Home,own,unskilled,5,44,F,Married,1,2,none
525,11130,18,Consumer Goods,4,Guarantor,good,687,866.00,847.00,1,Home,own,unskilled,1,26,F,Married,2,4,none
552,17500,6,Consumer Goods,2,None,good,777,0.00,6845.64,1,Investments,own,unskilled,15,45,M,Single,2,4,bank
763,22140,12,Consumer Goods,4,None,good,704,-105.99,247.00,1,Investments,own,unskilled,2,24,M,Single,1,3,none
727,13160,15,Consumer Goods,2,None,good,546,0.00,9120.25,2,Investments,own,unskilled,1,47,M,Married,1,2,none
278,12620,12,Consumer Goods,2,None,good,710,-260.71,0.00,1,Investments,own,unskilled,15,49,M,Divorced,1,4,none
318,43510,24,Consumer Goods,1,None,good,730,241.00,0.00,1,Investments,own,unskilled,3,48,F,Married,1,4,none
540,30490,18,Consumer Goods,1,None,good,703,4992.00,214.00,1,Investments,own,unskilled,1,45,F,Married,1,1,stores
283,14450,18,Consumer Goods,4,None,good,798,4487.00,0.00,1,Vehicle,own,unskilled,4,49,M,Single,1,4,bank
340,15210,10,Consumer Goods,4,None,good,702,664.00,107.00,1,Vehicle,own,unskilled,3,31,M,Divorced,1,2,none
342,35990,21,Consumer Goods,1,None,good,731,-418.72,621.00,1,Vehicle,rent,unskilled,4,26,F,Married,1,4,none
346,14590,15,Consumer Goods,4,None,good,330,0.00,282.00,1,Vehicle,own,unskilled,2,43,F,Married,1,2,none
528,15030,4,Consumer Goods,2,None,good,553,0.00,797.00,2,Home,own,unskilled,4,42,M,Single,2,1,none
679,23840,24,Consumer Goods,4,None,good,677,-113.26,531.00,1,Home,rent,unskilled,14,64,M,Single,1,4,bank
742,10480,10,Consumer Goods,4,None,good,763,707.00,573.00,1,Home,own,unskilled,1,23,M,Single,1,4,stores
714,11380,9,Consumer Goods,4,None,good,321,-701.42,151.00,2,Home,own,unskilled,1,25,M,Single,1,4,none
257,26840,24,Consumer Goods,4,None,good,577,0.00,503.00,2,Home,own,unskilled,3,35,M,Single,1,2,none
710,21180,9,Consumer Goods,2,None,good,692,997.00,777.00,1,Home,own,unskilled,3,37,M,Single,2,2,none
566,15530,24,Consumer Goods,3,None,good,629,1178.00,4208.00,2,Investments,rent,skilled,6,24,F,Married,1,2,none
660,63610,18,Consumer Goods,2,None,good,560,90.00,386.00,1,None,own,skilled,25,43,M,Single,1,1,none
491,19340,12,Consumer Goods,2,None,good,324,0.00,742.00,2,None,own,skilled,18,36,M,Single,1,2,none
638,156530,60,Consumer Goods,2,None,good,619,0.00,812.00,2,Vehicle,own,skilled,4,22,M,Single,1,4,none
372,60700,18,Consumer Goods,3,None,good,525,0.00,986.00,2,Vehicle,own,skilled,16,34,M,Single,1,4,none
329,44730,36,Consumer Goods,4,None,good,728,3882.00,603.00,1,Vehicle,own,skilled,25,43,M,Single,1,2,none
330,10680,6,Consumer Goods,4,None,good,715,1454.00,976.00,1,Vehicle,own,skilled,16,34,M,Single,2,4,none
429,13130,9,Consumer Goods,1,None,good,691,0.00,494.00,1,Vehicle,own,skilled,25,43,M,Single,1,4,none
468,72380,48,Consumer Goods,3,None,good,617,0.00,0.00,2,Vehicle,own,skilled,17,35,M,Single,2,3,bank
270,9990,24,Consumer Goods,4,None,good,728,0.00,0.00,2,Vehicle,own,skilled,14,32,M,Single,1,2,none
411,19670,24,Consumer Goods,4,None,good,706,1038.00,459.00,1,Vehicle,own,skilled,16,34,F,Married,1,4,none
709,12060,9,Consumer Goods,4,None,good,738,1529.00,406.00,1,Home,own,skilled,15,33,F,Married,1,4,none
409,32350,24,Consumer Goods,3,None,good,723,0.00,8729.46,1,Vehicle,own,highly skilled,11,29,M,Divorced,1,2,none
499,13010,18,Consumer Goods,4,Guarantor,good,678,1523.00,104.00,1,Home,own,unskilled,20,38,M,Married,1,2,none
320,36430,15,Consumer Goods,1,None,good,658,-540.05,939.00,2,Investments,own,unskilled,16,34,F,Married,1,4,none
575,10820,9,Consumer Goods,4,None,good,718,1646.00,545.00,2,Vehicle,own,unskilled,20,38,M,Single,1,4,none
260,11540,11,Consumer Goods,4,None,good,434,0.00,4292.00,3,Home,own,unskilled,0,57,F,Married,1,4,none
591,3850,12,Consumer Goods,4,None,good,455,-983.51,753.00,4,Home,own,unskilled,5,58,F,Married,1,3,none
400,15160,24,Consumer Goods,4,None,good,555,0.00,14723.00,2,Home,own,unskilled,3,43,F,Married,1,1,none
481,35730,12,Consumer Goods,1,None,good,354,673.00,396.00,1,Home,own,unskilled,3,23,F,Married,1,1,none
724,7900,9,Consumer Goods,4,None,good,739,925.00,9501.10,1,Home,own,unskilled,1,66,F,Married,1,3,none
392,9830,12,Consumer Goods,1,None,good,732,1134.00,12273.00,1,Home,rent,unskilled,1,19,F,Married,1,4,none
619,34410,30,Consumer Goods,2,Co-Applicant,bad,697,1527.00,2916.00,1,Vehicle,rent,skilled,2,21,F,Married,1,4,none
634,19800,9,Consumer Goods,2,Co-Applicant,bad,699,0.00,729.00,2,Vehicle,rent,skilled,1,19,F,Married,1,2,none
553,69990,48,Consumer Goods,1,Guarantor,bad,688,-877.76,235.00,2,Home,own,skilled,4,34,M,Married,1,1,none
640,43700,42,Consumer Goods,3,None,bad,633,-923.97,852.00,2,Investments,own,skilled,5,26,M,Single,2,2,bank
590,22460,12,Consumer Goods,3,None,bad,394,-90.89,883.00,2,Investments,own,skilled,12,60,M,Single,1,3,none
543,63500,30,Consumer Goods,4,None,bad,728,-647.41,0.00,1,Investments,own,skilled,7,31,M,Single,1,4,none
354,61990,12,Consumer Goods,4,None,bad,211,-966.12,384.00,2,Investments,rent,skilled,2,28,M,Single,1,2,none
406,20390,24,Consumer Goods,1,None,bad,717,1117.00,470.00,1,Investments,own,skilled,1,22,M,Married,1,1,none
322,19380,24,Consumer Goods,4,None,bad,733,-698.10,617.00,1,Investments,own,skilled,1,32,M,Divorced,1,3,none
611,7410,12,Consumer Goods,4,None,bad,719,-491.42,2512.00,1,Investments,own,skilled,0,22,F,Married,1,3,none
602,9180,9,Consumer Goods,4,None,bad,682,1922.00,882.00,1,Investments,own,skilled,3,30,F,Married,1,1,none
708,29690,12,Consumer Goods,4,None,bad,264,878.00,476.00,2,Investments,rent,skilled,1,25,F,Married,1,3,none
476,31140,18,Consumer Goods,1,None,bad,262,-689.93,693.00,1,Investments,rent,skilled,1,26,F,Married,1,4,none
279,46110,6,Consumer Goods,1,None,bad,710,0.00,76.00,1,Investments,own,skilled,1,32,F,Married,1,4,none
504,12160,24,Consumer Goods,4,None,bad,548,719.00,1585.00,2,None,own,skilled,1,38,M,Single,2,4,bank
559,35520,24,Consumer Goods,3,None,bad,799,-829.92,201.00,1,Vehicle,own,skilled,4,27,M,Single,1,4,bank
316,27460,36,Consumer Goods,4,None,bad,776,-61.17,684.00,1,Vehicle,own,skilled,12,31,M,Single,1,4,bank
266,8020,15,Consumer Goods,4,None,bad,702,1390.00,241.00,1,Vehicle,own,skilled,18,37,M,Single,2,3,none
369,34460,36,Consumer Goods,4,None,bad,736,-120.98,43.00,1,Vehicle,own,skilled,20,42,M,Single,2,2,none
632,15530,18,Consumer Goods,4,None,bad,771,-594.98,600.00,1,Vehicle,own,skilled,2,44,M,Single,1,3,bank
556,13310,12,Consumer Goods,2,None,bad,719,834.00,570.00,1,Vehicle,own,skilled,1,22,M,Single,1,1,stores
678,55950,72,Consumer Goods,2,None,bad,735,1229.00,1292.00,1,Vehicle,own,skilled,3,24,M,Married,1,2,none
475,12450,18,Consumer Goods,4,None,bad,482,661.00,511.00,1,Vehicle,own,skilled,2,33,M,Married,1,2,none
496,29960,24,Consumer Goods,2,None,bad,725,-284.10,0.00,1,Vehicle,own,skilled,2,20,M,Married,1,4,none
471,30920,24,Consumer Goods,3,None,bad,716,259.00,3502.00,1,Vehicle,rent,skilled,1,22,M,Married,1,2,none
529,23020,36,Consumer Goods,4,None,bad,688,-747.16,61.00,1,Vehicle,rent,skilled,2,31,M,Divorced,1,4,none
302,38040,36,Consumer Goods,4,None,bad,224,151.00,417.00,1,Vehicle,own,skilled,2,42,F,Married,1,1,none
352,9590,9,Consumer Goods,1,None,bad,692,1180.00,673.00,1,Vehicle,own,skilled,3,29,F,Married,1,2,none
570,67580,48,Consumer Goods,3,None,bad,684,-587.13,24.00,1,Vehicle,own,skilled,2,31,F,Married,1,2,none
728,18820,18,Consumer Goods,4,None,bad,720,-654.32,773.00,2,Vehicle,rent,skilled,1,25,F,Married,1,4,bank
338,12750,15,Consumer Goods,4,None,bad,726,-999.46,0.00,1,Vehicle,rent,skilled,1,24,F,Married,1,2,none
296,99600,48,Consumer Goods,1,None,bad,703,1599.00,92.00,1,Vehicle,own,skilled,1,26,F,Married,1,2,none
274,30600,48,Consumer Goods,4,None,bad,723,1534.00,274.00,2,Home,own,skilled,4,28,M,Single,1,4,none
608,26710,36,Consumer Goods,4,Co-Applicant,bad,734,50.00,2522.00,1,None,free,skilled,2,50,F,Married,1,4,none
523,71190,48,Consumer Goods,3,None,bad,256,-653.32,944.00,2,None,free,skilled,2,53,M,Single,2,4,none
625,26000,18,Consumer Goods,4,None,bad,715,-573.40,223.00,2,None,free,skilled,1,65,M,Single,1,4,none
758,12710,15,Consumer Goods,3,None,bad,315,3504.00,0.00,2,None,free,skilled,2,39,M,Single,1,4,none
258,21490,12,Consumer Goods,4,None,bad,791,-774.25,288.00,1,None,free,skilled,1,29,M,Divorced,1,1,none
436,14840,12,Consumer Goods,2,None,bad,721,1310.00,0.00,1,Home,own,skilled,3,25,M,Married,1,1,none
290,10240,24,Consumer Goods,4,None,bad,641,-312.44,184.00,1,Home,own,skilled,1,48,M,Married,1,4,stores
541,15340,12,Consumer Goods,1,None,bad,703,695.00,540.00,1,Home,rent,skilled,1,23,M,Married,1,1,none
762,21240,18,Consumer Goods,4,None,bad,501,-792.45,497.00,2,Home,rent,skilled,1,24,F,Married,1,4,none
309,12370,8,Consumer Goods,3,None,bad,739,100.00,379.00,1,Home,own,skilled,1,24,F,Married,1,4,none
522,31900,18,Consumer Goods,2,None,bad,693,-968.30,849.00,1,Home,own,skilled,2,24,F,Married,1,2,none
586,20390,18,Consumer Goods,1,None,bad,691,-758.02,690.00,1,Home,rent,skilled,1,20,F,Married,1,4,bank
497,90340,36,Consumer Goods,4,Co-Applicant,bad,712,235.00,2166.00,1,None,rent,highly skilled,1,29,M,Single,1,1,none
358,44630,36,Consumer Goods,4,None,bad,600,0.00,611.00,2,Vehicle,own,highly skilled,1,26,M,Single,1,2,none
721,13370,9,Consumer Goods,4,None,bad,268,4482.00,949.00,2,Vehicle,own,highly skilled,1,34,M,Single,1,2,none
445,50960,48,Consumer Goods,2,None,bad,325,1954.00,89.00,1,Vehicle,own,highly skilled,2,30,F,Married,1,3,none
604,33490,36,Consumer Goods,4,None,bad,723,0.00,194.00,1,Vehicle,own,highly skilled,2,28,F,Married,1,2,none
336,33840,6,Consumer Goods,1,None,bad,397,-906.09,519.00,1,Home,rent,highly skilled,1,44,M,Divorced,1,4,none
365,24730,18,Consumer Goods,4,None,bad,697,-900.62,74.00,1,Vehicle,own,unemployed,0,25,M,Single,1,1,none
562,15460,24,Consumer Goods,4,Guarantor,bad,791,-160.42,748.00,1,Vehicle,rent,unskilled,6,24,M,Single,1,4,bank
652,19220,12,Consumer Goods,4,None,bad,732,221.00,181.00,1,Investments,own,unskilled,3,37,M,Single,1,2,none
767,31080,30,Consumer Goods,2,None,bad,705,-275.24,92.00,1,Investments,own,unskilled,1,31,M,Divorced,1,4,none
308,7270,12,Consumer Goods,4,None,bad,686,-680.54,2911.00,1,None,own,unskilled,1,33,M,Married,1,3,none
