order_id,order_total,num_items,item_price,discount_applied_percent,shipping_days,product_category,product_avg_rating,customer_past_order_count,customer_past_return_rate,customer_tenure_days,payment_method,is_first_purchase,used_size_guide,promo_used,weekend_order,returned
ORD_04021,1980.74,2,990.37,0,14,Books,3.4,0,0.0,25,credit_card,1,0,0,0,0
ORD_04022,319.97,1,319.97,0,6,Electronics,2.1,34,0.279,761,credit_card,0,0,0,0,1
ORD_04023,2254.44,3,791.03,5,4,Clothing,4.4,27,0.577,1184,credit_card,0,1,0,0,1
ORD_04024,634.43,1,793.04,20,4,Electronics,3.3,8,0.429,1280,paypal,0,0,1,0,1
ORD_04025,21.2,1,21.2,0,3,Sports,2.3,38,0.055,172,paypal,0,0,0,0,0
ORD_04026,864.47,2,508.51,15,10,Toys,2.5,37,0.531,385,credit_card,0,0,1,1,1
ORD_04027,2080.83,3,693.61,0,2,Clothing,3.1,79,0.113,1354,paypal,0,0,0,0,0
ORD_04028,414.66,2,207.33,0,4,Clothing,3.5,0,0.0,8,paypal,1,0,0,0,1
ORD_04029,813.14,1,1016.43,20,4,Sports,3.0,69,0.113,1035,credit_card,0,0,1,0,0
ORD_04030,884.35,1,884.35,0,2,Clothing,2.7,67,0.296,1640,credit_card,0,0,0,0,1
ORD_04031,886.62,1,886.62,0,5,Electronics,4.3,59,0.173,1068,paypal,0,0,0,0,0
ORD_04032,4193.78,4,1164.94,10,2,Clothing,4.6,0,0.0,19,apple_pay,1,0,1,0,0
ORD_04033,1099.77,1,1157.65,5,3,Sports,2.9,3,0.564,916,gift_card,0,0,0,0,0
ORD_04034,3535.84,4,883.96,0,5,Home,4.9,42,0.249,246,credit_card,0,0,0,1,0
ORD_04035,262.3,1,262.3,0,2,Clothing,2.4,47,0.064,228,apple_pay,0,1,0,0,1
ORD_04036,431.27,1,431.27,0,3,Clothing,2.5,18,0.247,1559,credit_card,0,1,0,0,0
ORD_04037,778.03,1,778.03,0,2,Sports,3.5,64,0.33,1689,credit_card,0,0,0,0,1
ORD_04038,385.85,1,428.72,10,2,Electronics,2.9,0,0.0,5,debit_card,1,0,1,0,1
ORD_04039,1280.38,3,502.11,15,2,Sports,4.5,25,0.052,1777,credit_card,0,0,1,1,0
ORD_04040,846.22,1,846.22,0,3,Electronics,3.4,72,0.438,926,paypal,0,0,0,1,1
ORD_04041,4222.32,4,1055.58,0,3,Toys,3.7,0,0.0,19,debit_card,1,0,0,0,0
ORD_04042,4806.95,7,722.85,5,3,Home,3.5,51,0.342,1273,paypal,0,0,0,0,0
ORD_04043,9582.72,8,1197.84,0,6,Home,3.7,59,0.164,272,credit_card,0,0,0,0,1
ORD_04044,55.41,3,18.47,0,2,Electronics,3.5,67,0.456,476,apple_pay,0,0,0,0,1
ORD_04045,195.38,1,205.66,5,2,Books,3.8,56,0.301,1688,apple_pay,0,0,0,0,0
ORD_04046,1312.6,4,328.15,0,3,Beauty,2.2,52,0.213,1768,debit_card,0,0,0,0,0
ORD_04047,915.98,4,254.44,10,3,Electronics,4.4,11,0.011,755,credit_card,0,0,1,1,1
ORD_04048,62.56,1,73.6,15,2,Electronics,3.2,70,0.594,1594,credit_card,0,0,1,0,1
ORD_04049,363.1,1,403.44,10,2,Beauty,2.6,0,0.0,8,debit_card,1,0,1,1,1
ORD_04050,731.38,1,1044.83,30,3,Electronics,3.9,80,0.537,251,paypal,0,0,1,0,1
ORD_04051,1774.07,2,1043.57,15,5,Home,3.0,39,0.447,628,credit_card,0,0,1,0,0
ORD_04052,102.4,1,102.4,0,3,Sports,4.1,52,0.545,1635,credit_card,0,0,0,1,1
ORD_04053,1477.68,4,369.42,0,4,Sports,4.1,23,0.171,464,paypal,0,0,0,0,1
ORD_04054,279.16,1,310.18,10,2,Electronics,3.9,0,0.0,21,credit_card,1,0,1,0,0
ORD_04055,2759.32,3,1021.97,10,3,Sports,3.4,56,0.302,393,credit_card,0,0,1,1,0
ORD_04056,151.74,1,189.68,20,5,Electronics,4.8,69,0.023,1678,credit_card,0,0,1,1,0
ORD_04057,2830.44,4,707.61,0,3,Clothing,4.6,0,0.0,26,paypal,1,0,0,1,1
ORD_04058,147.82,1,147.82,0,4,Electronics,2.6,61,0.001,828,credit_card,0,0,0,0,1
ORD_04059,2985.85,3,1105.87,10,2,Electronics,3.4,5,0.411,693,credit_card,0,0,1,1,1
ORD_04060,805.49,5,230.14,30,4,Books,2.8,9,0.115,514,credit_card,0,0,1,1,1
ORD_04061,556.7,2,278.35,0,4,Books,2.9,0,0.0,20,credit_card,1,0,0,1,0
ORD_04062,571.89,1,714.86,20,1,Clothing,4.9,73,0.07,186,credit_card,0,1,1,0,0
ORD_04063,1569.21,3,523.07,0,3,Electronics,4.7,0,0.0,2,debit_card,1,0,0,0,1
ORD_04064,1539.16,2,769.58,0,6,Sports,4.5,42,0.435,1718,debit_card,0,0,0,0,0
ORD_04065,250.2,1,312.75,20,3,Electronics,2.9,0,0.0,20,credit_card,1,0,1,1,0
ORD_04066,2233.09,2,1175.31,5,1,Electronics,2.3,0,0.0,22,apple_pay,1,0,0,0,1
ORD_04067,193.43,1,193.43,0,3,Clothing,4.7,43,0.009,849,credit_card,0,0,0,1,1
ORD_04068,145.11,1,145.11,0,1,Electronics,3.1,51,0.121,877,apple_pay,0,0,0,1,0
ORD_04069,520.88,3,231.5,25,7,Clothing,2.9,0,0.0,12,credit_card,1,0,1,0,1
ORD_04070,3472.14,6,578.69,0,3,Beauty,2.6,53,0.426,40,apple_pay,0,0,0,1,1
ORD_04071,471.94,1,589.92,20,5,Toys,3.7,0,0.0,3,debit_card,1,0,1,1,0
ORD_04072,2068.52,2,1034.26,0,4,Clothing,4.6,0,0.0,3,apple_pay,1,1,0,0,0
ORD_04073,294.18,2,154.83,5,1,Clothing,2.8,20,0.239,1708,credit_card,0,0,0,0,0
ORD_04074,724.96,2,381.56,5,3,Clothing,2.0,49,0.042,785,paypal,0,0,0,1,0
ORD_04075,2951.32,6,546.54,10,6,Home,4.4,0,0.0,18,credit_card,1,0,1,1,0
ORD_04076,888.52,3,348.44,15,3,Beauty,4.2,10,0.047,131,credit_card,0,0,1,1,0
ORD_04077,1628.26,2,1085.51,25,4,Toys,3.9,13,0.417,316,paypal,0,0,1,1,0
ORD_04078,366.84,2,183.42,0,2,Electronics,3.7,0,0.0,18,paypal,1,0,0,0,1
ORD_04079,3102.6,3,1149.11,10,14,Home,4.3,32,0.325,1385,credit_card,0,0,1,1,0
ORD_04080,1647.09,2,1176.49,30,5,Clothing,2.0,38,0.109,1245,debit_card,0,0,1,0,0
ORD_04081,315.41,1,371.07,15,5,Electronics,3.4,0,0.0,28,credit_card,1,0,1,0,0
ORD_04082,488.23,1,813.72,40,4,Electronics,3.7,76,0.303,930,credit_card,0,0,1,1,0
ORD_04083,205.22,1,256.52,20,4,Clothing,3.9,38,0.539,1217,debit_card,0,1,1,0,0
ORD_04084,1424.66,2,712.33,0,2,Sports,5.0,36,0.343,726,credit_card,0,0,0,1,1
ORD_04085,1707.81,4,533.69,20,4,Home,4.7,19,0.424,606,gift_card,0,0,1,0,0
ORD_04086,942.63,1,942.63,0,3,Clothing,4.1,23,0.164,150,paypal,0,0,0,0,0
ORD_04087,3745.38,5,788.5,5,2,Home,2.6,0,0.0,28,debit_card,1,0,0,0,0
ORD_04088,282.66,1,297.54,5,2,Electronics,4.2,16,0.431,294,credit_card,0,0,0,0,0
ORD_04089,204.69,2,107.73,5,3,Home,5.0,0,0.0,9,debit_card,1,0,0,1,0
ORD_04090,1274.67,4,335.44,5,5,Clothing,4.7,0,0.0,28,credit_card,1,1,0,1,0
ORD_04091,329.13,1,411.41,20,6,Sports,3.0,0,0.0,3,paypal,1,0,1,0,0
ORD_04092,285.56,4,71.39,0,1,Clothing,4.2,0,0.0,10,paypal,1,0,0,0,1
ORD_04093,248.14,2,124.07,0,1,Clothing,2.4,0,0.0,13,credit_card,1,1,0,0,1
ORD_04094,520.56,1,547.96,5,4,Home,4.7,36,0.522,1080,debit_card,0,0,0,0,0
ORD_04095,2051.38,2,1025.69,0,7,Clothing,3.5,6,0.209,212,credit_card,0,0,0,0,1
ORD_04096,9.0,1,10.0,10,1,Toys,2.5,0,0.0,3,debit_card,1,0,1,0,0
ORD_04097,568.39,1,757.85,25,5,Electronics,2.7,0,0.0,9,credit_card,1,0,1,0,0
ORD_04098,365.7,2,182.85,0,3,Electronics,4.8,3,0.558,1240,credit_card,0,0,0,0,0
ORD_04099,337.9,1,337.9,0,3,Sports,2.3,0,0.0,20,credit_card,1,0,0,1,0
ORD_04100,368.32,4,92.08,0,5,Clothing,4.1,35,0.513,667,debit_card,0,0,0,0,0
ORD_04101,7042.83,7,1117.91,10,2,Electronics,3.6,10,0.307,1125,credit_card,0,0,1,0,1
ORD_04102,933.78,3,311.26,0,3,Electronics,4.6,60,0.103,1650,credit_card,0,0,0,0,0
ORD_04103,1467.78,3,489.26,0,10,Clothing,2.0,35,0.351,634,gift_card,0,0,0,0,0
ORD_04104,751.89,1,751.89,0,2,Books,3.3,49,0.146,927,credit_card,0,0,0,0,0
ORD_04105,1666.92,3,694.55,20,4,Clothing,4.2,7,0.484,655,credit_card,0,0,1,0,0
ORD_04106,1076.26,1,1076.26,0,3,Electronics,3.0,36,0.061,908,credit_card,0,0,0,0,0
ORD_04107,650.64,1,929.49,30,10,Books,2.4,3,0.063,1441,paypal,0,0,1,0,0
ORD_04108,674.25,3,236.58,5,3,Sports,4.4,53,0.109,1508,apple_pay,0,0,0,1,0
ORD_04109,35.45,1,41.71,15,5,Beauty,2.6,78,0.479,1082,paypal,0,0,1,0,0
ORD_04110,1034.86,2,608.74,15,4,Sports,4.2,0,0.0,0,debit_card,1,0,1,1,0
ORD_04111,617.68,1,726.68,15,3,Electronics,2.4,1,0.039,523,credit_card,0,0,1,0,0
ORD_04112,681.6,1,681.6,0,1,Home,4.4,71,0.186,1537,apple_pay,0,0,0,0,0
ORD_04113,1070.92,1,1070.92,0,3,Electronics,2.0,58,0.329,107,paypal,0,0,0,0,0
ORD_04114,1471.64,2,735.82,0,6,Books,3.7,0,0.0,6,credit_card,1,0,0,0,0
ORD_04115,2951.61,3,1093.19,10,2,Home,4.6,70,0.113,303,credit_card,0,0,1,0,0
ORD_04116,334.7,2,239.07,30,4,Home,2.2,59,0.191,1255,credit_card,0,0,1,0,0
ORD_04117,810.57,1,810.57,0,3,Clothing,4.6,79,0.277,1136,paypal,0,1,0,0,1
ORD_04118,398.84,1,398.84,0,3,Books,2.1,0,0.0,17,debit_card,1,0,0,0,0
ORD_04119,520.51,1,520.51,0,5,Home,3.6,69,0.32,1712,apple_pay,0,0,0,0,0
ORD_04120,3113.46,3,1037.82,0,6,Clothing,3.7,8,0.263,601,debit_card,0,1,0,0,1
ORD_04121,803.9,1,1004.88,20,5,Beauty,2.6,23,0.327,1596,apple_pay,0,0,1,0,1
ORD_04122,207.92,1,218.86,5,3,Sports,4.4,24,0.129,1389,credit_card,0,0,0,0,0
ORD_04123,1376.0,2,688.0,0,3,Electronics,3.2,32,0.579,396,debit_card,0,0,0,0,0
ORD_04124,1099.13,1,1099.13,0,7,Electronics,3.3,25,0.034,998,paypal,0,0,0,1,0
ORD_04125,2342.52,3,867.6,10,6,Sports,4.4,36,0.238,889,credit_card,0,0,1,1,0
ORD_04126,904.81,1,904.81,0,5,Electronics,4.9,51,0.08,147,gift_card,0,0,0,0,0
ORD_04127,36.86,1,38.8,5,6,Home,4.1,4,0.482,1598,credit_card,0,0,0,1,1
ORD_04128,3805.17,4,1001.36,5,2,Toys,3.1,21,0.298,919,credit_card,0,0,0,0,0
ORD_04129,143.43,1,143.43,0,4,Books,3.7,3,0.192,972,credit_card,0,0,0,0,0
ORD_04130,2535.81,3,845.27,0,7,Electronics,2.0,20,0.535,602,paypal,0,0,0,0,0
ORD_04131,585.36,1,780.48,25,3,Electronics,3.5,35,0.561,825,apple_pay,0,0,1,0,0
ORD_04132,1161.39,1,1161.39,0,3,Electronics,4.9,71,0.437,1027,credit_card,0,0,0,0,0
ORD_04133,858.11,1,953.46,10,4,Electronics,3.1,47,0.053,1455,paypal,0,0,1,1,0
ORD_04134,397.82,1,468.02,15,5,Sports,3.7,52,0.208,406,paypal,0,0,1,0,0
ORD_04135,105.54,1,111.09,5,4,Clothing,5.0,0,0.0,9,paypal,1,0,0,0,1
ORD_04136,4206.82,5,934.85,10,4,Clothing,4.9,0,0.0,2,paypal,1,1,1,0,0
ORD_04137,1802.37,4,600.79,25,7,Toys,4.6,65,0.477,1402,credit_card,0,0,1,0,0
ORD_04138,648.78,3,216.26,0,4,Clothing,4.5,69,0.581,857,credit_card,0,0,0,0,1
ORD_04139,201.33,2,118.43,15,6,Books,3.0,0,0.0,2,credit_card,1,0,1,1,0
ORD_04140,425.06,3,157.43,10,4,Home,2.1,56,0.397,905,credit_card,0,0,1,1,0
ORD_04141,993.1,2,496.55,0,5,Home,4.4,73,0.142,880,credit_card,0,0,0,1,0
ORD_04142,1009.24,3,448.55,25,2,Electronics,4.2,0,0.0,12,gift_card,1,0,1,0,1
ORD_04143,2521.65,3,884.79,5,3,Electronics,4.4,41,0.069,1143,credit_card,0,0,0,1,0
ORD_04144,902.1,1,1061.29,15,2,Sports,3.5,0,0.0,2,debit_card,1,0,1,0,1
ORD_04145,3512.25,3,1170.75,0,10,Electronics,4.6,63,0.148,1437,paypal,0,0,0,1,1
ORD_04146,357.6,4,89.4,0,4,Toys,3.6,31,0.25,1219,debit_card,0,0,0,0,0
ORD_04147,637.61,1,708.45,10,4,Electronics,3.5,27,0.083,1631,credit_card,0,0,1,0,0
ORD_04148,176.88,1,176.88,0,4,Home,3.9,0,0.0,9,credit_card,1,0,0,0,0
ORD_04149,1994.3,2,1173.12,15,4,Electronics,4.8,0,0.0,9,credit_card,1,0,1,1,1
ORD_04150,2103.17,2,1106.93,5,3,Toys,3.5,73,0.354,1054,credit_card,0,0,0,1,0
ORD_04151,1150.94,1,1150.94,0,2,Home,2.8,0,0.0,29,credit_card,1,0,0,0,0
ORD_04152,1320.14,2,825.09,20,4,Clothing,2.2,0,0.0,5,gift_card,1,1,1,0,0
ORD_04153,1226.62,2,613.31,0,3,Clothing,3.0,50,0.402,369,gift_card,0,0,0,1,1
ORD_04154,2858.6,5,601.81,5,4,Books,2.6,0,0.0,23,credit_card,1,0,0,0,0
ORD_04155,2461.2,4,615.3,0,2,Home,2.8,55,0.163,1333,credit_card,0,0,0,0,0
ORD_04156,736.13,7,175.27,40,4,Sports,3.1,0,0.0,14,debit_card,1,0,1,0,0
ORD_04157,431.79,1,431.79,0,2,Sports,4.7,0,0.0,10,paypal,1,0,0,0,0
ORD_04158,190.19,1,253.59,25,4,Beauty,2.4,47,0.565,1058,paypal,0,0,1,1,0
ORD_04159,89.05,3,32.98,10,3,Clothing,4.3,3,0.398,953,apple_pay,0,0,1,0,0
ORD_04160,2077.94,3,865.81,20,2,Beauty,2.8,44,0.18,1722,apple_pay,0,0,1,0,0
ORD_04161,209.44,2,130.9,20,3,Books,5.0,63,0.127,1410,credit_card,0,0,1,1,0
ORD_04162,579.88,1,724.85,20,6,Home,2.8,37,0.223,468,debit_card,0,0,1,0,0
ORD_04163,926.47,1,1029.41,10,3,Sports,2.4,0,0.0,5,paypal,1,0,1,0,1
ORD_04164,687.19,1,763.54,10,3,Clothing,4.2,0,0.0,17,debit_card,1,0,1,0,0
ORD_04165,179.84,4,44.96,0,10,Toys,4.7,40,0.341,1041,credit_card,0,0,0,0,0
ORD_04166,1270.97,2,747.63,15,4,Clothing,4.5,35,0.132,1386,gift_card,0,1,1,0,1
ORD_04167,39.73,1,39.73,0,2,Clothing,4.8,1,0.412,39,credit_card,0,0,0,1,0
ORD_04168,164.46,1,164.46,0,4,Clothing,4.2,7,0.317,1113,credit_card,0,1,0,1,0
ORD_04169,105.96,4,26.49,0,3,Home,2.8,46,0.538,1288,debit_card,0,0,0,0,0
ORD_04170,57.4,1,60.42,5,3,Books,3.5,65,0.219,1499,credit_card,0,0,0,1,0
ORD_04171,761.85,5,152.37,0,5,Electronics,2.5,44,0.009,1715,gift_card,0,0,0,1,0
ORD_04172,2397.88,3,1141.85,30,4,Electronics,4.5,0,0.0,2,paypal,1,0,1,0,0
ORD_04173,783.49,1,921.75,15,3,Electronics,3.6,51,0.464,1382,debit_card,0,0,1,1,0
ORD_04174,1442.62,5,339.44,15,3,Clothing,4.8,15,0.127,939,credit_card,0,1,1,1,0
ORD_04175,516.47,1,573.85,10,2,Toys,2.4,70,0.414,488,credit_card,0,0,1,0,0
ORD_04176,176.41,2,176.41,50,5,Clothing,2.1,16,0.282,860,credit_card,0,0,1,0,0
ORD_04177,840.39,1,840.39,0,1,Electronics,2.3,68,0.538,364,paypal,0,0,0,1,0
ORD_04178,185.2,1,264.57,30,7,Home,3.7,0,0.0,4,credit_card,1,0,1,0,0
ORD_04179,6451.68,6,1075.28,0,3,Sports,3.9,7,0.389,1061,credit_card,0,0,0,0,1
ORD_04180,1136.74,1,1136.74,0,4,Books,4.2,25,0.295,1393,debit_card,0,0,0,1,0
ORD_04181,1537.48,2,768.74,0,4,Sports,2.3,39,0.512,1155,apple_pay,0,0,0,1,1
ORD_04182,2669.73,6,889.91,50,3,Clothing,4.6,58,0.15,1753,apple_pay,0,0,1,1,1
ORD_04183,60.71,1,60.71,0,5,Home,2.2,30,0.047,108,paypal,0,0,0,0,1
ORD_04184,1074.85,2,565.71,5,5,Sports,3.8,1,0.261,76,credit_card,0,0,0,0,0
ORD_04185,699.18,1,735.98,5,3,Beauty,2.3,72,0.112,1213,credit_card,0,0,0,1,1
ORD_04186,1214.34,2,607.17,0,3,Books,2.1,29,0.593,1446,credit_card,0,0,0,1,1
ORD_04187,4081.25,4,1133.68,10,4,Toys,2.3,16,0.396,685,paypal,0,0,1,0,1
ORD_04188,3176.88,5,794.22,20,7,Toys,4.0,0,0.0,0,credit_card,1,0,1,0,0
ORD_04189,2399.76,3,799.92,0,3,Books,2.2,0,0.0,26,credit_card,1,0,0,1,0
ORD_04190,1057.05,2,556.34,5,10,Clothing,4.2,6,0.304,743,debit_card,0,1,0,0,0
ORD_04191,4292.96,5,1073.24,20,6,Electronics,5.0,57,0.304,460,credit_card,0,0,1,0,0
ORD_04192,324.79,2,231.99,30,4,Toys,2.3,12,0.539,1036,credit_card,0,0,1,1,1
ORD_04193,151.21,1,216.01,30,3,Clothing,2.2,59,0.454,566,credit_card,0,0,1,1,1
ORD_04194,58.84,2,29.42,0,5,Beauty,2.3,0,0.0,26,debit_card,1,0,0,0,0
ORD_04195,660.68,1,660.68,0,6,Clothing,4.2,74,0.097,758,paypal,0,0,0,0,1
ORD_04196,646.3,1,923.29,30,3,Clothing,3.3,37,0.193,185,paypal,0,0,1,0,1
ORD_04197,2029.71,2,1068.27,5,4,Home,4.5,0,0.0,12,apple_pay,1,0,0,0,0
ORD_04198,61.04,2,61.04,50,7,Clothing,3.5,16,0.362,1459,paypal,0,0,1,0,0
ORD_04199,630.43,1,630.43,0,5,Electronics,2.4,75,0.227,175,credit_card,0,0,0,0,0
ORD_04200,747.14,2,466.96,20,5,Beauty,4.2,58,0.404,1413,debit_card,0,0,1,0,1
ORD_04201,905.65,3,431.26,30,5,Beauty,4.2,77,0.27,1390,gift_card,0,0,1,0,0
ORD_04202,991.13,2,583.02,15,5,Sports,2.0,41,0.02,1700,credit_card,0,0,1,1,0
ORD_04203,459.32,1,574.15,20,2,Clothing,3.4,0,0.0,2,apple_pay,1,0,1,0,0
ORD_04204,821.38,2,410.69,0,2,Books,4.7,52,0.002,1553,debit_card,0,0,0,1,0
ORD_04205,9016.88,8,1127.11,0,2,Clothing,3.0,72,0.35,1667,paypal,0,0,0,1,1
ORD_04206,2442.03,3,814.01,0,4,Electronics,4.3,64,0.239,1580,credit_card,0,0,0,0,0
ORD_04207,1563.59,2,822.94,5,5,Sports,4.5,2,0.25,416,paypal,0,0,0,0,0
ORD_04208,929.33,1,929.33,0,2,Books,2.9,1,0.383,615,paypal,0,0,0,0,1
ORD_04209,2722.02,3,907.34,0,4,Sports,4.5,33,0.121,796,debit_card,0,0,0,0,0
ORD_04210,1748.36,6,306.73,5,2,Sports,4.1,59,0.107,53,paypal,0,0,0,0,0
ORD_04211,182.55,2,107.38,15,2,Clothing,4.6,58,0.037,1417,apple_pay,0,1,1,0,0
ORD_04212,803.21,1,944.95,15,4,Home,4.1,0,0.0,25,credit_card,1,0,1,0,0
ORD_04213,5864.8,5,1172.96,0,2,Clothing,3.7,5,0.188,421,apple_pay,0,1,0,0,0
ORD_04214,504.1,2,360.07,30,3,Sports,4.7,0,0.0,26,apple_pay,1,0,1,0,0
ORD_04215,905.92,4,226.48,0,2,Toys,3.1,0,0.0,25,gift_card,1,0,0,0,0
ORD_04216,497.51,1,497.51,0,4,Electronics,2.7,40,0.305,712,credit_card,0,0,0,0,1
ORD_04217,177.44,1,221.8,20,5,Clothing,4.9,0,0.0,11,credit_card,1,1,1,1,0
ORD_04218,827.18,2,516.99,20,5,Home,3.5,0,0.0,27,credit_card,1,0,1,1,0
ORD_04219,1138.28,1,1138.28,0,7,Clothing,3.8,41,0.13,81,paypal,0,0,0,1,1
ORD_04220,3004.5,3,1001.5,0,7,Electronics,2.6,0,0.0,22,credit_card,1,0,0,0,1
ORD_04221,566.35,3,251.71,25,2,Clothing,3.9,23,0.258,1623,credit_card,0,0,1,0,1
ORD_04222,69.91,2,38.84,10,2,Books,3.9,78,0.057,815,apple_pay,0,0,1,1,0
ORD_04223,3173.24,5,793.31,20,5,Clothing,3.7,0,0.0,27,paypal,1,1,1,0,1
ORD_04224,6529.82,7,1036.48,10,5,Toys,4.2,0,0.0,24,debit_card,1,0,1,0,1
ORD_04225,214.44,1,214.44,0,4,Home,4.7,80,0.102,776,credit_card,0,0,0,0,1
ORD_04226,261.53,2,153.84,15,3,Home,4.4,0,0.0,4,paypal,1,0,1,0,1
ORD_04227,1179.67,1,1179.67,0,2,Books,3.1,0,0.0,11,credit_card,1,0,0,0,0
ORD_04228,1113.6,2,556.8,0,3,Electronics,4.5,0,0.0,8,debit_card,1,0,0,0,0
ORD_04229,210.26,2,131.41,20,4,Clothing,4.5,69,0.4,1133,credit_card,0,0,1,1,1
ORD_04230,1953.62,2,976.81,0,2,Clothing,3.5,0,0.0,13,apple_pay,1,1,0,0,0
ORD_04231,2924.86,4,769.7,5,2,Toys,2.5,18,0.151,1784,credit_card,0,0,0,0,0
ORD_04232,1214.18,3,476.15,15,2,Clothing,2.9,67,0.467,1696,paypal,0,0,1,0,1
ORD_04233,1592.85,2,838.34,5,3,Clothing,2.2,76,0.18,1530,credit_card,0,0,0,1,1
ORD_04234,302.09,1,302.09,0,3,Clothing,3.6,0,0.0,23,credit_card,1,0,0,0,1
ORD_04235,564.19,1,663.75,15,3,Electronics,4.4,70,0.471,1554,credit_card,0,0,1,0,0
ORD_04236,715.29,2,420.76,15,2,Electronics,2.5,0,0.0,6,paypal,1,0,1,0,0
ORD_04237,936.13,1,1040.14,10,3,Electronics,2.8,55,0.07,383,apple_pay,0,0,1,0,0
ORD_04238,35.81,3,14.92,20,4,Sports,4.6,7,0.305,74,debit_card,0,0,1,0,0
ORD_04239,1242.38,2,621.19,0,14,Home,2.4,0,0.0,3,credit_card,1,0,0,0,0
ORD_04240,723.21,3,241.07,0,3,Home,2.6,63,0.519,1220,credit_card,0,0,0,0,0
ORD_04241,111.6,1,111.6,0,4,Clothing,3.4,18,0.506,1746,credit_card,0,0,0,0,1
ORD_04242,728.8,2,404.89,10,5,Sports,4.8,0,0.0,25,credit_card,1,0,1,1,1
ORD_04243,11.96,1,13.29,10,3,Clothing,2.7,14,0.294,1642,credit_card,0,0,1,0,1
ORD_04244,458.59,1,611.45,25,4,Home,4.5,0,0.0,21,credit_card,1,0,1,0,0
ORD_04245,207.59,1,230.65,10,4,Beauty,4.9,0,0.0,18,paypal,1,0,1,0,0
ORD_04246,342.55,1,342.55,0,5,Clothing,5.0,31,0.243,1736,apple_pay,0,0,0,1,1
ORD_04247,688.84,1,810.4,15,1,Clothing,2.9,65,0.168,1443,credit_card,0,0,1,0,0
ORD_04248,3724.88,5,827.75,10,4,Sports,2.2,24,0.486,1530,debit_card,0,0,1,0,0
ORD_04249,2992.57,3,1108.36,10,6,Books,2.2,57,0.403,1372,credit_card,0,0,1,1,0
ORD_04250,193.48,2,107.49,10,5,Clothing,3.1,0,0.0,26,credit_card,1,1,1,1,0
ORD_04251,497.56,2,248.78,0,3,Sports,3.1,70,0.387,919,credit_card,0,0,0,0,1
ORD_04252,996.99,3,332.33,0,3,Electronics,2.2,15,0.067,1458,paypal,0,0,0,0,0
ORD_04253,1080.16,2,720.11,25,4,Sports,3.2,43,0.071,451,credit_card,0,0,1,0,0
ORD_04254,680.18,2,340.09,0,5,Beauty,2.1,1,0.42,1191,paypal,0,0,0,0,0
ORD_04255,446.9,1,496.55,10,2,Beauty,2.7,34,0.579,1195,debit_card,0,0,1,0,0
ORD_04256,1580.7,2,790.35,0,4,Home,4.0,9,0.595,1255,credit_card,0,0,0,1,1
ORD_04257,2168.74,2,1084.37,0,4,Clothing,3.1,69,0.573,450,credit_card,0,0,0,0,1
ORD_04258,1055.09,1,1055.09,0,1,Home,3.2,78,0.321,473,credit_card,0,0,0,0,0
ORD_04259,398.3,1,569.0,30,2,Books,2.9,31,0.425,946,credit_card,0,0,1,0,0
ORD_04260,1499.73,2,789.33,5,1,Clothing,3.1,0,0.0,18,credit_card,1,0,0,0,1
ORD_04261,1586.56,4,396.64,0,5,Home,3.0,38,0.348,755,paypal,0,0,0,0,1
ORD_04262,475.55,1,634.07,25,5,Electronics,4.2,0,0.0,18,gift_card,1,0,1,1,0
ORD_04263,1525.3,2,953.31,20,3,Home,4.2,0,0.0,20,apple_pay,1,0,1,0,0
ORD_04264,1079.19,1,1199.1,10,2,Clothing,3.8,0,0.0,26,credit_card,1,0,1,0,1
ORD_04265,338.67,3,161.27,30,2,Electronics,3.6,0,0.0,20,debit_card,1,0,1,0,0
ORD_04266,505.71,1,532.33,5,6,Beauty,3.6,65,0.516,668,credit_card,0,0,0,0,1
ORD_04267,3497.16,3,1165.72,0,6,Toys,4.4,57,0.529,677,credit_card,0,0,0,1,1
ORD_04268,2104.7,4,657.72,20,3,Sports,4.4,0,0.0,12,credit_card,1,0,1,0,0
ORD_04269,609.19,1,1015.31,40,4,Clothing,4.1,3,0.201,1351,credit_card,0,0,1,0,0
ORD_04270,902.25,5,180.45,0,3,Home,4.5,28,0.476,1656,apple_pay,0,0,0,1,0
ORD_04271,463.18,1,487.56,5,2,Clothing,2.9,0,0.0,26,credit_card,1,0,0,0,1
ORD_04272,26.31,2,18.79,30,3,Home,2.3,0,0.0,11,debit_card,1,0,1,0,0
ORD_04273,274.7,1,274.7,0,5,Electronics,3.5,73,0.083,330,credit_card,0,0,0,0,0
ORD_04274,926.1,1,1029.0,10,2,Clothing,3.3,0,0.0,20,gift_card,1,1,1,0,1
ORD_04275,1077.62,1,1077.62,0,7,Clothing,3.0,18,0.495,1762,apple_pay,0,1,0,0,0
ORD_04276,473.2,2,262.89,10,5,Sports,4.7,0,0.0,10,apple_pay,1,0,1,0,1
ORD_04277,3968.19,4,1044.26,5,5,Clothing,3.4,48,0.132,262,debit_card,0,1,0,1,0
ORD_04278,351.64,1,502.34,30,7,Home,3.4,0,0.0,3,debit_card,1,0,1,1,0
ORD_04279,1165.6,4,291.4,0,2,Electronics,4.5,76,0.249,776,gift_card,0,0,0,0,1
ORD_04280,782.16,1,782.16,0,1,Toys,2.5,71,0.428,1082,credit_card,0,0,0,1,0
ORD_04281,366.35,4,107.75,15,6,Books,3.0,0,0.0,25,debit_card,1,0,1,1,1
